,name,rating_val,num_of_ratings,percent_would_take_again,diff_level,href
836,Keith Rogers,2.8,23 ratings,22%,N/A,https://www.ratemyprofessors.com/professor/1610354
837,James Fraser,4.4,34 ratings,67%,3.5,https://www.ratemyprofessors.com/professor/790004
838,John Smol,5.0,16 ratings,100%,2.4,https://www.ratemyprofessors.com/professor/83664
839,Kenneth Clark,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2696733
840,Gail Henderson,4.0,2 ratings,100%,3.5,https://www.ratemyprofessors.com/professor/2621502
841,Jermey Wildeman,5.0,2 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2760675
842,Shelley Arnott,2.4,35 ratings,17%,2.9,https://www.ratemyprofessors.com/professor/168695
843,Vassili Schedrin,4.2,6 ratings,67%,N/A,https://www.ratemyprofessors.com/professor/2225766
844,G Grant Amyot,3.9,30 ratings,84%,2.9,https://www.ratemyprofessors.com/professor/11240
845,Christopher Waters,3.5,2 ratings,50%,N/A,https://www.ratemyprofessors.com/professor/2754317
846,Richard Bailey,3.5,60 ratings,75%,3.4,https://www.ratemyprofessors.com/professor/169530
847,Mona Sawhney,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2170105
848,Karen Dubinsky,2.9,26 ratings,20%,3.4,https://www.ratemyprofessors.com/professor/56656
849,Joyce Davidson,3.1,14 ratings,50%,2.6,https://www.ratemyprofessors.com/professor/239540
850,Peter James McLellan,4.9,13 ratings,100%,2.9,https://www.ratemyprofessors.com/professor/114718
851,Paul M Treitz,4.5,35 ratings,84%,2.6,https://www.ratemyprofessors.com/professor/163813
852,Panagiotis D Katsabanis,3.1,13 ratings,40%,3.5,https://www.ratemyprofessors.com/professor/114699
853,Melissa Lafreniere,2.8,21 ratings,10%,3.6,https://www.ratemyprofessors.com/professor/604409
854,Antonia Behan,2.0,1 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2747816
855,Kate Rowbotham,5.0,5 ratings,100%,2.6,https://www.ratemyprofessors.com/professor/2388282
856,Xavier Philippe-Beauchamp,4.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2747600
857,Stephany Monsanto,1.0,5 ratings,0%,3.2,https://www.ratemyprofessors.com/professor/2738553
858,Scott Lamoureux,3.7,30 ratings,0%,3.4,https://www.ratemyprofessors.com/professor/42544
859,Dustin Atlas,4.5,2 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2711456
860,Katherine McKittrick,3.7,17 ratings,100%,3.2,https://www.ratemyprofessors.com/professor/549860
861,Thomas Massey,4.0,4 ratings,100%,3.8,https://www.ratemyprofessors.com/professor/1149521
862,Andrew Pollard,2.5,26 ratings,0%,4.1,https://www.ratemyprofessors.com/professor/70904
863,Kevin G Munhall,4.7,16 ratings,75%,2.6,https://www.ratemyprofessors.com/professor/55968
864,Ryan Danby,4.2,13 ratings,100%,3.3,https://www.ratemyprofessors.com/professor/1795669
865,James T Carson,4.2,23 ratings,50%,3.3,https://www.ratemyprofessors.com/professor/13262
866,James Carson,1.0,1 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2734125
867,Beverly Mullings,3.3,6 ratings,67%,3.3,https://www.ratemyprofessors.com/professor/2549870
868,Erin Weinberg,2.6,7 ratings,29%,2.3,https://www.ratemyprofessors.com/professor/2287522
869,Michael Greenspan,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2707365
870,Paul Dittrich,1.0,1 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2722802
871,Steve Scott,5.0,2 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/1449803
872,Rankin Sherling,4.8,13 ratings,100%,2.9,https://www.ratemyprofessors.com/professor/1657337
873,Scott Morgenson,4.0,7 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/1946200
874,Jon G Pharoah,2.2,22 ratings,17%,3.7,https://www.ratemyprofessors.com/professor/113027
875,Wayne Snedden,3.3,50 ratings,73%,2.8,https://www.ratemyprofessors.com/professor/56026
876,Emine Yildirim,2.7,15 ratings,40%,3.9,https://www.ratemyprofessors.com/professor/2412161
877,Ishita Pande,4.0,19 ratings,75%,3.3,https://www.ratemyprofessors.com/professor/1033829
878,David Rosé,5.0,3 ratings,100%,3.3,https://www.ratemyprofessors.com/professor/2063996
879,Ryan Anningson,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2711141
880,Paula Muis,1.0,1 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2705550
881,David Murakami-Wood,3.1,13 ratings,38%,3.2,https://www.ratemyprofessors.com/professor/1749078
882,Drew Griffith,4.4,20 ratings,50%,1.8,https://www.ratemyprofessors.com/professor/11637
883,Kale Coghlan,2.4,7 ratings,43%,3.7,https://www.ratemyprofessors.com/professor/2678143
884,David A Dove,2.5,49 ratings,6%,3.3,https://www.ratemyprofessors.com/professor/29856
885,Sarah-Jane Whittaker,3.1,8 ratings,50%,3.3,https://www.ratemyprofessors.com/professor/2344162
886,Sean Corcoran,5.0,2 ratings,100%,1.5,https://www.ratemyprofessors.com/professor/2388456
887,Darren Henry-Noel,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2704275
888,Charan Rainford,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2704271
889,Kaitlyn Patterson,3.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2591904
890,Bruce R Pardy,3.8,45 ratings,67%,3.4,https://www.ratemyprofessors.com/professor/39084
891,Laeeque K Daneshmend,2.6,16 ratings,100%,3.8,https://www.ratemyprofessors.com/professor/111289
892,Vaidahee Thatte,1.7,14 ratings,22%,4.1,https://www.ratemyprofessors.com/professor/2228663
893,Leila Notash,2.8,33 ratings,17%,3.4,https://www.ratemyprofessors.com/professor/113020
894,William Nelson,2.9,35 ratings,38%,3.5,https://www.ratemyprofessors.com/professor/1353551
895,George Boland,2.8,13 ratings,45%,N/A,https://www.ratemyprofessors.com/professor/1799086
896,Keith McWhirter,1.5,2 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2489069
897,Kathy Brock,4.8,34 ratings,97%,3.1,https://www.ratemyprofessors.com/professor/900435
898,Karine Bertrand,3.0,2 ratings,50%,3.5,https://www.ratemyprofessors.com/professor/2092396
899,Avena Ross,4.8,10 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2169240
900,Danesh Roudini,2.3,3 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2231044
901,Anne-Renee Caille,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2690653
902,Dean Mckeown,1.8,4 ratings,25%,N/A,https://www.ratemyprofessors.com/professor/2568271
903,Patricia Peppin,1.8,18 ratings,50%,3.3,https://www.ratemyprofessors.com/professor/56309
904,Ron Shore,5.0,4 ratings,100%,2.5,https://www.ratemyprofessors.com/professor/2155308
905,Ahmad Ghahreman,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2298801
906,Leda Helen Raptis,2.7,8 ratings,0%,3.6,https://www.ratemyprofessors.com/professor/649973
907,Daniel C Offin,2.6,52 ratings,16%,3.3,https://www.ratemyprofessors.com/professor/29878
908,Michael Siciliano,4.0,2 ratings,100%,1.5,https://www.ratemyprofessors.com/professor/2593680
909,Sam McKegney,4.7,15 ratings,100%,3.3,https://www.ratemyprofessors.com/professor/578944
910,Jon Aikman,1.0,1 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2682558
911,Richard Leyland,2.5,8 ratings,38%,3.5,https://www.ratemyprofessors.com/professor/2411939
912,Jill A Jacobson,2.8,43 ratings,20%,3.4,https://www.ratemyprofessors.com/professor/108380
913,Richard Chaykowski,3.5,4 ratings,50%,3.8,https://www.ratemyprofessors.com/professor/2516018
914,Tyson Baker,1.5,16 ratings,7%,4.1,https://www.ratemyprofessors.com/professor/2445167
915,Natalie Rewa,3.6,18 ratings,75%,N/A,https://www.ratemyprofessors.com/professor/30931
916,Cheryl Pulling,3.6,16 ratings,0%,2.9,https://www.ratemyprofessors.com/professor/68182
917,Pat Costigan,1.6,14 ratings,0%,3.9,https://www.ratemyprofessors.com/professor/167774
918,Udo Schuklenk,3.6,10 ratings,60%,2.3,https://www.ratemyprofessors.com/professor/1944259
919,Stephane Inkel,3.6,8 ratings,80%,3.6,https://www.ratemyprofessors.com/professor/1519039
920,Katelyn Arac,4.0,2 ratings,100%,2.5,https://www.ratemyprofessors.com/professor/2664326
921,Carly Rozins,5.0,3 ratings,100%,2.7,https://www.ratemyprofessors.com/professor/2106286
922,Christopher Bowie,4.2,24 ratings,88%,N/A,https://www.ratemyprofessors.com/professor/1270208
923,Kevin McElcheran,1.0,1 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2663226
924,Melody Torcolacci,2.2,48 ratings,14%,3.1,https://www.ratemyprofessors.com/professor/549716
925,Devon Anne Garvie,2.8,31 ratings,15%,3.8,https://www.ratemyprofessors.com/professor/337647
926,Stephen D Waldman,4.2,8 ratings,50%,2.5,https://www.ratemyprofessors.com/professor/363574
927,Maxwell Pak,4.4,21 ratings,100%,3.7,https://www.ratemyprofessors.com/professor/329182
928,Diana Cordoba,3.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2661179
929,Alan McLeod,3.2,61 ratings,28%,3.5,https://www.ratemyprofessors.com/professor/114701
930,Matthew Thomson,4.6,9 ratings,100%,2.9,https://www.ratemyprofessors.com/professor/690632
931,George Bevan,2.6,14 ratings,75%,3.9,https://www.ratemyprofessors.com/professor/1761030
932,Olivier Jacques,2.5,2 ratings,50%,N/A,https://www.ratemyprofessors.com/professor/2656703
933,Brian W Surgenor,4.5,9 ratings,100%,2.6,https://www.ratemyprofessors.com/professor/113028
934,Blair Long,1.0,1 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2627375
935,Kathryn Ferreira,3.0,4 ratings,50%,N/A,https://www.ratemyprofessors.com/professor/2492363
936,David F Athersych,2.9,17 ratings,28%,N/A,https://www.ratemyprofessors.com/professor/163812
937,Neal Scott,2.5,11 ratings,34%,3.4,https://www.ratemyprofessors.com/professor/862316
938,Lisa Binkley,4.7,3 ratings,100%,2.3,https://www.ratemyprofessors.com/professor/2296378
939,Mary Louise Adams,2.5,18 ratings,34%,N/A,https://www.ratemyprofessors.com/professor/1677951
940,Martha J Bailey,4.3,13 ratings,100%,3.8,https://www.ratemyprofessors.com/professor/272498
941,Allan W Gregory,2.8,34 ratings,50%,3.5,https://www.ratemyprofessors.com/professor/55729
942,Bruce Tufts,4.3,33 ratings,67%,2.4,https://www.ratemyprofessors.com/professor/28212
943,Xiang Li,3.3,4 ratings,50%,3.5,https://www.ratemyprofessors.com/professor/2439372
944,April Wallace,4.5,2 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2165257
945,Sveva Savelli,5.0,8 ratings,100%,2.5,https://www.ratemyprofessors.com/professor/2343565
946,Rosemary Wilson,3.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2565309
947,Julie Salverson,3.7,12 ratings,50%,2.8,https://www.ratemyprofessors.com/professor/31201
948,Richard Oleschuk,4.6,22 ratings,100%,2.5,https://www.ratemyprofessors.com/professor/33191
949,Samantha King,3.4,5 ratings,50%,2.8,https://www.ratemyprofessors.com/professor/600857
950,Audrey L Kobayashi,2.8,16 ratings,40%,3.2,https://www.ratemyprofessors.com/professor/166193
951,Adrienne Davidson,2.7,6 ratings,50%,3.3,https://www.ratemyprofessors.com/professor/2421021
952,Agnieszka Leszczynski,1.0,5 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/1843929
953,Prince Zhao,3.0,2 ratings,50%,N/A,https://www.ratemyprofessors.com/professor/2603286
954,Hanna Liu,1.0,3 ratings,0%,2.3,https://www.ratemyprofessors.com/professor/2095890
955,Helene Ouellette-Kuntz,1.0,4 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2452379
956,Qingling Duan,1.0,2 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2409989
957,Karen Lawford,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2440983
958,Mark A Sabbagh,4.1,16 ratings,100%,3.2,https://www.ratemyprofessors.com/professor/38787
959,Vincent F Sacco,4.8,47 ratings,100%,2.9,https://www.ratemyprofessors.com/professor/20078
960,Barbara Holler,3.6,5 ratings,60%,2.8,https://www.ratemyprofessors.com/professor/2066964
961,Margaret Lamb,3.5,66 ratings,18%,2.8,https://www.ratemyprofessors.com/professor/10106
962,Jacob Robbins-Kanter,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2616178
963,Darrell Christie,4.0,3 ratings,67%,3.3,https://www.ratemyprofessors.com/professor/2025130
964,Ted Christou,5.0,26 ratings,100%,1.6,https://www.ratemyprofessors.com/professor/962187
965,Igor Kozin,3.9,14 ratings,100%,2.7,https://www.ratemyprofessors.com/professor/54096
966,John Pierce,4.4,20 ratings,80%,2.9,https://www.ratemyprofessors.com/professor/53927
967,Heather MacFarlane,4.2,8 ratings,67%,3.3,https://www.ratemyprofessors.com/professor/2024192
968,Emma Dargie,2.1,6 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/1793801
969,Paul Hungler,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2559106
970,Tracy Trothen,3.5,6 ratings,100%,2.2,https://www.ratemyprofessors.com/professor/1765340
971,Fern Gauthier,1.6,14 ratings,0%,4.1,https://www.ratemyprofessors.com/professor/639897
972,Niko Troje,2.1,8 ratings,20%,3.7,https://www.ratemyprofessors.com/professor/1694933
973,Ana Johnson,1.0,1 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2125997
974,Michael Cabral,3.7,3 ratings,67%,3.3,https://www.ratemyprofessors.com/professor/2481088
975,Zipporah Weisberg,2.8,3 ratings,100%,3.7,https://www.ratemyprofessors.com/professor/1934697
976,Sang-Gyun Youn,5.0,4 ratings,100%,2.8,https://www.ratemyprofessors.com/professor/2520503
977,Pascale Champagne,3.0,14 ratings,0%,3.9,https://www.ratemyprofessors.com/professor/38269
978,Yves Filion,2.0,7 ratings,0%,4.1,https://www.ratemyprofessors.com/professor/1529201
979,Katherine Wayne,3.2,5 ratings,67%,3.4,https://www.ratemyprofessors.com/professor/1703522
980,Bill Blake,2.2,13 ratings,0%,3.3,https://www.ratemyprofessors.com/professor/569407
981,Louise M Winn,3.5,13 ratings,100%,2.2,https://www.ratemyprofessors.com/professor/366725
982,Joseph McQuade,3.0,3 ratings,67%,3.3,https://www.ratemyprofessors.com/professor/2568388
983,Mark Boulay,3.1,4 ratings,50%,N/A,https://www.ratemyprofessors.com/professor/1338871
984,Annette Burfoot,3.0,29 ratings,25%,2.7,https://www.ratemyprofessors.com/professor/11244
985,Polina Buchan,5.0,2 ratings,100%,2.5,https://www.ratemyprofessors.com/professor/2591012
986,Stephen Pang,4.1,14 ratings,100%,2.7,https://www.ratemyprofessors.com/professor/28204
987,Andrea Martin,4.8,6 ratings,100%,3.3,https://www.ratemyprofessors.com/professor/55627
988,Heather McGregor,1.0,2 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2571746
989,Aynne Johnston,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2591301
990,John Macleod,5.0,3 ratings,100%,2.3,https://www.ratemyprofessors.com/professor/1994161
991,Robert Wolfe,4.0,24 ratings,94%,3.7,https://www.ratemyprofessors.com/professor/445497
992,Ahmed Hassan,1.2,5 ratings,0%,3.6,https://www.ratemyprofessors.com/professor/2122529
993,Jan Winton,3.3,25 ratings,100%,3.7,https://www.ratemyprofessors.com/professor/225246
994,Monica Chamberlain,4.5,12 ratings,80%,2.3,https://www.ratemyprofessors.com/professor/637679
995,Peter Thompson,4.4,11 ratings,67%,1.9,https://www.ratemyprofessors.com/professor/81389
996,Kim Richard Nossal,3.9,109 ratings,91%,3.1,https://www.ratemyprofessors.com/professor/64760
997,Howard Adelman,3.0,6 ratings,50%,1.7,https://www.ratemyprofessors.com/professor/1661644
998,Miodrag Darko Matovic,2.6,32 ratings,50%,2.9,https://www.ratemyprofessors.com/professor/35140
999,Lauren Flynn,4.0,4 ratings,67%,3.5,https://www.ratemyprofessors.com/professor/1116637
1000,Cynthia Levine-Rasky,2.3,33 ratings,15%,2.8,https://www.ratemyprofessors.com/professor/244152
1001,Daniel F Chamberlain,3.8,14 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/416072
1002,Anna-Maria Moubayed,4.0,5 ratings,80%,3.6,https://www.ratemyprofessors.com/professor/2399465
1003,Wulin Suo,2.4,12 ratings,0%,3.1,https://www.ratemyprofessors.com/professor/258574
1004,Stephen Leighton,4.0,36 ratings,80%,2.6,https://www.ratemyprofessors.com/professor/26611
1005,Arthur E Stewart,4.1,64 ratings,77%,2.4,https://www.ratemyprofessors.com/professor/27417
1006,Muhammad Sani,2.0,1 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2466993
1007,James R Cordy,4.3,15 ratings,0%,2.8,https://www.ratemyprofessors.com/professor/30469
1008,Armand Ruffo,5.0,2 ratings,100%,3.5,https://www.ratemyprofessors.com/professor/2027526
1009,Lin Bai,3.7,3 ratings,67%,3.3,https://www.ratemyprofessors.com/professor/2416579
1010,Justin Jaron Lewis,3.8,12 ratings,50%,2.4,https://www.ratemyprofessors.com/professor/503535
1011,Donal H MacArtney,3.8,32 ratings,100%,3.1,https://www.ratemyprofessors.com/professor/402231
1012,Sabine Tsuruda,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2516817
1013,Jason Kelly,4.7,14 ratings,89%,N/A,https://www.ratemyprofessors.com/professor/1661646
1014,Virginia K Walker,3.3,78 ratings,56%,3.9,https://www.ratemyprofessors.com/professor/30716
1015,Jeanmichel Nunzi,2.6,4 ratings,34%,3.8,https://www.ratemyprofessors.com/professor/1626425
1016,Barb Vanderbeld,5.0,2 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2152458
1017,Adnan Husain,3.6,20 ratings,100%,2.7,https://www.ratemyprofessors.com/professor/468102
1018,Francisco De La Parra,2.0,4 ratings,25%,3.5,https://www.ratemyprofessors.com/professor/2459989
1019,John Andrew,3.5,2 ratings,50%,N/A,https://www.ratemyprofessors.com/professor/2224382
1020,Peter Campbell,3.8,29 ratings,100%,2.7,https://www.ratemyprofessors.com/professor/44236
1021,Luke Fiske,3.5,2 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2352584
1022,Kyra Pyke,4.4,5 ratings,75%,N/A,https://www.ratemyprofessors.com/professor/1812877
1023,Olga Talal,4.5,2 ratings,100%,2.5,https://www.ratemyprofessors.com/professor/2369982
1024,Emma Peacocke,5.0,7 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2215671
1025,Shane Pinder,4.2,6 ratings,84%,3.8,https://www.ratemyprofessors.com/professor/2346073
1026,Suzanne Rath,1.0,2 ratings,0%,2.5,https://www.ratemyprofessors.com/professor/2231180
1027,Braden Warwick,5.0,2 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2450933
1028,Alastair B McLean,4.2,32 ratings,100%,3.1,https://www.ratemyprofessors.com/professor/167759
1029,Suning Wang,2.8,19 ratings,40%,3.2,https://www.ratemyprofessors.com/professor/152842
1030,Allison Morehead,3.2,13 ratings,34%,2.8,https://www.ratemyprofessors.com/professor/1213875
1031,Joan  schwarz,4.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/1931622
1032,Barrington Walker,3.7,14 ratings,100%,3.2,https://www.ratemyprofessors.com/professor/72174
1033,Jue Wang,3.5,8 ratings,67%,3.1,https://www.ratemyprofessors.com/professor/2100615
1034,Maegan McConnell,2.0,1 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2482189
1035,Allan R Baer,3.5,43 ratings,34%,2.8,https://www.ratemyprofessors.com/professor/25093
1036,Tim Fort,4.8,26 ratings,100%,1.9,https://www.ratemyprofessors.com/professor/11681
1037,Margaret A Pappano,3.0,25 ratings,67%,3.4,https://www.ratemyprofessors.com/professor/255538
1038,Paul G Young,3.5,16 ratings,50%,3.1,https://www.ratemyprofessors.com/professor/30099
1039,Don Stuart,3.6,24 ratings,0%,3.5,https://www.ratemyprofessors.com/professor/31654
1040,Ying (Jenny) Zou,2.7,13 ratings,0%,3.1,https://www.ratemyprofessors.com/professor/541586
1041,Thomas Anger,2.6,19 ratings,100%,3.5,https://www.ratemyprofessors.com/professor/359510
1042,Alix Johnson,4.0,3 ratings,67%,N/A,https://www.ratemyprofessors.com/professor/2432962
1043,Dawn Aguilar,4.1,14 ratings,100%,3.5,https://www.ratemyprofessors.com/professor/896769
1044,Rachael Stone,5.0,3 ratings,100%,3.7,https://www.ratemyprofessors.com/professor/2313796
1045,Kelley Packalen,2.3,4 ratings,25%,3.3,https://www.ratemyprofessors.com/professor/2360147
1046,Frederick K W Kan,3.0,14 ratings,100%,3.4,https://www.ratemyprofessors.com/professor/225265
1047,Anne Foley,3.5,39 ratings,50%,2.4,https://www.ratemyprofessors.com/professor/11689
1048,Fabio Moneta,3.6,14 ratings,75%,3.5,https://www.ratemyprofessors.com/professor/1389576
1049,Joyce Eid,1.0,3 ratings,0%,4.3,https://www.ratemyprofessors.com/professor/2334591
1050,Mohamed Al Guindy,4.8,5 ratings,100%,3.6,https://www.ratemyprofessors.com/professor/1955203
1051,Kevin Mumford,4.5,9 ratings,0%,3.6,https://www.ratemyprofessors.com/professor/1518691
1052,Goce Andrevski,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2338463
1053,Shannon Perry,1.0,1 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2441955
1054,Mikhail Nediak,2.3,10 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/600053
1055,Janet Hiebert,3.7,20 ratings,50%,3.2,https://www.ratemyprofessors.com/professor/27594
1056,Peter Baxter,4.0,41 ratings,100%,2.6,https://www.ratemyprofessors.com/professor/11245
1057,John Staple,2.5,2 ratings,50%,N/A,https://www.ratemyprofessors.com/professor/2428880
1058,Jory Griffin,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2431891
1059,Julian Barling,3.4,29 ratings,100%,3.1,https://www.ratemyprofessors.com/professor/137563
1060,Emese Somogyvari,4.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2428703
1061,Leigh-Ann Fingland,1.0,1 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2421770
1062,Shannon Smith,3.0,1 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2421014
1063,Sayeh Meisami,3.9,4 ratings,100%,1.8,https://www.ratemyprofessors.com/professor/1748415
1064,Tim Wright,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2353691
1065,Bill Flanagan,3.9,21 ratings,0%,3.6,https://www.ratemyprofessors.com/professor/27280
1066,Stefanie von Hlatky,3.7,5 ratings,100%,2.4,https://www.ratemyprofessors.com/professor/2042779
1067,Suyin Olguin,1.0,4 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2339828
1068,Caroline L Falkner,3.5,36 ratings,0%,3.4,https://www.ratemyprofessors.com/professor/11639
1069,Robert Lovelace,3.5,28 ratings,100%,2.9,https://www.ratemyprofessors.com/professor/167767
1070,Ian Alexander Cuthbertson,4.8,22 ratings,86%,N/A,https://www.ratemyprofessors.com/professor/1877440
1071,Kim Renders,3.0,6 ratings,100%,3.5,https://www.ratemyprofessors.com/professor/1560595
1072,Monique Dufresne,1.9,14 ratings,50%,3.5,https://www.ratemyprofessors.com/professor/476800
1073,Terry Bridges,3.7,17 ratings,50%,2.8,https://www.ratemyprofessors.com/professor/348824
1074,Lisa Sansom,3.5,2 ratings,50%,2.5,https://www.ratemyprofessors.com/professor/2183741
1075,Ravi Prakash,3.0,5 ratings,60%,3.8,https://www.ratemyprofessors.com/professor/2360137
1076,Robyn Houlden,5.0,4 ratings,100%,2.2,https://www.ratemyprofessors.com/professor/75589
1077,Nikolai Rodrigues,4.0,2 ratings,50%,N/A,https://www.ratemyprofessors.com/professor/2369040
1078,J Scott Parent,4.0,11 ratings,34%,2.5,https://www.ratemyprofessors.com/professor/114706
1079,Lindsay Smith-Boughner,1.8,5 ratings,0%,4.4,https://www.ratemyprofessors.com/professor/2291877
1080,Mark Rosenberg,2.7,21 ratings,100%,2.1,https://www.ratemyprofessors.com/professor/93406
1081,Constance Friesen,3.0,1 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2121740
1082,Dorit Namaan,2.3,38 ratings,50%,4.3,https://www.ratemyprofessors.com/professor/169301
1083,Clive Robertson,2.9,6 ratings,100%,2.2,https://www.ratemyprofessors.com/professor/213169
1084,Eric B Carstens,1.6,30 ratings,0%,4.3,https://www.ratemyprofessors.com/professor/299970
1085,Freeman Woolnough,4.8,4 ratings,100%,1.2,https://www.ratemyprofessors.com/professor/2233700
1086,Marin Beck,4.8,3 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/1903151
1087,Jean Prinsen,1.6,7 ratings,20%,3.6,https://www.ratemyprofessors.com/professor/1726996
1088,James Jelinski,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2363500
1089,Chaimongkol Saengow,4.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2363503
1090,Annie Woodman,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2181234
1091,Galal Hassan,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2226448
1092,Laura Murray,2.8,26 ratings,100%,3.3,https://www.ratemyprofessors.com/professor/56345
1093,Christopher Essert,4.1,7 ratings,100%,2.7,https://www.ratemyprofessors.com/professor/1501726
1094,Patrick Martin Petkovich,4.4,26 ratings,100%,2.2,https://www.ratemyprofessors.com/professor/25105
1095,Tina Dacin,3.6,18 ratings,100%,2.7,https://www.ratemyprofessors.com/professor/133998
1096,Keyvan Hashtrudi - Zaad,4.5,14 ratings,100%,2.7,https://www.ratemyprofessors.com/professor/34881
1097,Adam Saifer,4.5,2 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2339847
1098,Sepideh Dolatabadi,3.0,1 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2340979
1099,Susan Lord,2.9,33 ratings,34%,3.1,https://www.ratemyprofessors.com/professor/42864
1100,Ronald C Peterson,3.8,26 ratings,60%,2.7,https://www.ratemyprofessors.com/professor/244158
1101,James Miller,4.0,45 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/200008
1102,Ian D Moore,1.0,9 ratings,0%,4.3,https://www.ratemyprofessors.com/professor/652342
1103,Andrew Take,3.3,7 ratings,100%,3.5,https://www.ratemyprofessors.com/professor/446650
1104,Andre Brault,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2334292
1105,Mark Green,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/1980826
1106,Ronald R Holden,4.2,75 ratings,100%,2.1,https://www.ratemyprofessors.com/professor/108381
1107,Alyssa Abraham,4.7,3 ratings,100%,2.7,https://www.ratemyprofessors.com/professor/2250482
1108,Scott Greenhalgh,3.3,5 ratings,67%,3.2,https://www.ratemyprofessors.com/professor/2045588
1109,Evelyn Louise Morin,3.7,32 ratings,100%,3.3,https://www.ratemyprofessors.com/professor/35144
1110,Gwynn Dujardin,3.8,17 ratings,84%,3.1,https://www.ratemyprofessors.com/professor/1617514
1111,Andrew T Kerr,3.4,5 ratings,0%,2.8,https://www.ratemyprofessors.com/professor/167752
1112,Frédéric Côté-Boudreau,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2327916
1113,Jeffrey Dzogola,2.0,1 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2327899
1114,Amanda Maracle,2.4,6 ratings,25%,4.2,https://www.ratemyprofessors.com/professor/2042920
